kana,kanji,pos,desc,word,lesson,idx
はいしゃ                                            , 歯医者                                       , 名词     , 牙医                                       , !歯医者(はいしゃ)                                                     , 241 , 1
のみかい                                            , 飲み会                                       , 名词     , 聚会，餐会                                 , !飲み会(のみかい)                                                     , 241 , 1
あてはまる                                          , 当てはまる                                   , 动1      , 适合；适用                                 , !当(あ)てはまる                                               , 241 , 1
スカーフ                                            ,                                              , 名词     , 披肩，围巾                                 , スカーフ                                                              , 241 , 1
ギャンブル                                          ,                                              , 名词     , 赌博，投机                                 , ギャンブル                                                            , 241 , 1
せきにんをとる                                      , 責任を取る                                   , 惯用语   , 负责任，承担责任                           , !責任を取(せきにんをと)る                                           , 241 , 1
えいがかんとく                                      , 映画監督                                     , 名词     , 电影导演                                   , !映画監督(えいがかんとく)                                             , 241 , 1
てんごく                                            , 天国                                         , 名词     , 天堂，天国                                 , !天国(てんごく)                                                       , 241 , 1
じごく                                              , 地獄                                         , 名词     , 地狱                                       , !地獄(じごく)                                                         , 241 , 1
よこぎる                                            , 横切る                                       , 动1      , 横过，横穿过                               , !横切(よこぎ)る                                                     , 241 , 1
ながれぼし                                          , 流れ星                                       , 名词     , 流星                                       , !流れ星(ながれぼし)                                                   , 241 , 1
ビザ                                                ,                                              , 名词     , 签证，入境许可证                           , ビザ                                                                  , 241 , 1
なりたつ                                            , 成り立つ                                     , 动1      , 成立                                       , !成り立(なりた)つ                                                   , 241 , 1
のうりつ                                            , 能率                                         , 名词     , 效率                                       , !能率(のうりつ)                                                       , 241 , 1
さいけんする                                        , 再建～                                       , 动3      , 重新建设                                   , !再建(さいけん)する                                                 , 241 , 1
むこうぎし                                          , 向こう岸                                     , 名词     , 对岸                                       , !向こう岸(むこうぎし)                                                 , 241 , 1
きょり                                              , 距離                                         , 名词     , 距离                                       , !距離(きょり)                                                         , 241 , 1
はかる                                              , 測る                                         , 动1      , 测量，测算                                 , !測(はか)る                                                         , 241 , 1
きずつける                                          , 傷つける                                     , 动2      , 伤害，弄伤                                 , !傷(きず)つける                                                 , 241 , 1
かくじつ                                            , 確実                                         , 形容动词 , 确实；准确                                 , !確実(かくじつ)                                                       , 241 , 1
ゆめをみる                                          , 夢を見る                                     , 惯用语   , 做梦，梦见                                 , !夢を見(ゆめをみ)る                                                 , 241 , 1
きんぱくする                                        , 緊迫～                                       , 动3      , 激烈，紧迫，紧张                           , !緊迫(きんぱく)する                                                 , 242 , 1
ちゅうだんする                                      , 中断～                                       , 动3      , 打断，中断                                 , !中断(ちゅうだん)する                                               , 242 , 1
ほうそうきょく                                      , 放送局                                       , 名词     , 电视台，广播电台                           , !放送局(ほうそうきょく)                                               , 242 , 1
こうこくしゅうにゅう                                , 広告収入                                     , 名词     , 广告收入                                   , !広告収入(こうこくしゅうにゅう)                                       , 242 , 1
うんえいする                                        , 運営～                                       , 动3      , 运营，经营，管理                           , !運営(うんえい)する                                                 , 242 , 1
したがって                                          ,                                              , 接续词   , 因此，所以                                 , したがって                                                            , 242 , 1
もくてき                                            , 目的                                         , 名词     , 目的                                       , !目的(もくてき)                                                       , 242 , 1
こうこくめし                                        , 広告主                                       , 名词     , 广告出资人，出资做广告的人                 , !広告主(こうこくめし)                                                 , 242 , 1
りがい                                              , 利害                                         , 名词     , 利害                                       , !利害(りがい)                                                         , 242 , 1
つねに                                              , 常に                                         , 副词     , 总是，常常，时常                           , !常(つね)に                                                         , 242 , 1
たいりつする                                        , 対立～                                       , 动3      , 对立                                       , !対立(たいりつ)する                                                 , 242 , 1
チャンネル                                          ,                                              , 名词     , 频道                                       , チャンネル                                                            , 242 , 1
きおく                                              , 記憶                                         , 名词     , 记忆                                       , !記憶(きおく)                                                         , 242 , 1
シーエムソング                                      , CM～                                         , 名词     , 广告歌曲                                   , !CM～(シーエムソング)                                                 , 242 , 1
したしむ                                            , 親しむ好                                     , 动1      , 亲近；喜好                                 , !親しむ好(したしむ)                                                   , 242 , 1
タレント                                            ,                                              , 名词     , 偶像明星，演员                             , タレント                                                              , 242 , 1
きようする                                          , 起用～                                       , 动3      , 起用，任用                                 , !起用(きよう)する                                                   , 242 , 1
いちりゅう                                          , 一流                                         , 名词     , 一流                                       , !一流(いちりゅう)                                                     , 242 , 1
しゅつえんする                                      , 出演～                                       , 动3      , 出演                                       , !出演(しゅつえん)する                                               , 242 , 1
メロディ                                            ,                                              , 名词     , 旋律，曲调                                 , メロディ                                                              , 242 , 1
しばしば                                            ,                                              , 副词     , 经常，每每，常常                           , しばしば                                                              , 242 , 1
つくりあげる                                        , 作り上げる                                   , 动2      , 制作，做完                                 , !作り上(つくりあ)げる                                             , 242 , 1
こうけん                                            , 貢献                                         , 名词     , 贡献                                       , !貢献(こうけん)                                                       , 242 , 1
メッセージ                                          ,                                              , 名词     , 信息；短信；口信                           , メッセージ                                                            , 242 , 1
はっしんする                                        , 発信～                                       , 动3      , 传达，发信                                 , !発信(はっしん)する                                                 , 242 , 1
ばくだい                                            , 莫大                                         , 形容动词 , 大量，莫大                                 , !莫大(ばくだい)                                                       , 242 , 1
てま                                                , 手間                                         , 名词     , 人力，劳力和时间，功夫                     , !手間(てま)                                                           , 242 , 1
～がわ                                              , ～側                                         ,          , ～方，～侧                                 , !～側(～がわ)                                                         , 242 , 1
あのてこのてをつかって                              , あの手この手を使って                         ,          , 千方百计                                   , あの!手この手を使っ(てこのてをつかっ)て                         , 242 , 1
しらずしらずのうちに                                , 知らず知らずのうちに                         ,          , 不知不觉地，没意识到                       , !知らず知(しらずし)らずのうちに                           , 242 , 1
ちょう～                                            , 超～                                         ,          , 超……，太……                                 , !超～(ちょう～)                                                       , 242 , 1
こうい                                              , 行為                                         , 名词     , 行为                                       , !行為(こうい)                                                         , 242 , 1
めいわくする                                        , 迷惑～                                       , 动3      , 感到麻烦，遭受烦扰                         , !迷惑(めいわく)する                                                 , 242 , 1
ゆうびんうけ                                        , 郵便受け                                     , 名词     , 信箱，邮筒                                 , !郵便受(ゆうびんう)け                                               , 242 , 1
じゅうみん                                          , 住民                                         , 名词     , 居民                                       , !住民(じゅうみん)                                                     , 242 , 1
そうおん                                            , 騒音                                         , 名词     , 噪音                                       , !騒音(そうおん)                                                       , 242 , 1
べんぴ                                              , 便秘                                         , 名词     , 便秘                                       , !便秘(べんぴ)                                                         , 242 , 1
さっかくする                                        , 錯覚～                                       , 动3      , 错觉                                       , !錯覚(さっかく)する                                                 , 242 , 1
じこちゅうしんてき                                  , 自己中心的                                   , 形容动词 , 以自我为中心                               , !自己中心的(じこちゅうしんてき)                                       , 242 , 1
しゅうにん                                          , 就任                                         , 名词     , 就任，赴任                                 , !就任(しゅうにん)                                                     , 242 , 1
こうはい                                            , 後輩                                         , 名词     , 后进，晚辈                                 , !後輩(こうはい)                                                       , 242 , 1
いねむり                                            , 居眠り                                       , 名词     , 瞌睡，打盹儿                               , !居眠(いねむ)り                                                     , 242 , 1
おうえんする                                        , 応援～                                       , 动3      , 声援，支援                                 , !応援(おうえん)する                                                 , 242 , 1
ひしょ                                              , 秘書                                         , 名词     , 秘书                                       , !秘書(ひしょ)                                                         , 242 , 1
こうにゅうする                                      , 購入～                                       , 动3      , 买进，购入                                 , !購入(こうにゅう)する                                               , 242 , 1
きんメダル                                          , 金～                                         , 名词     , 金牌                                       , !金～(きんメダル)                                                     , 242 , 1
ちょうじょ                                          , 長女                                         , 名词     , 长女                                       , !長女(ちょうじょ)                                                     , 242 , 1
だんたいこうどう                                    , 団体行動                                     , 名词     , 团体行动                                   , !団体行動(だんたいこうどう)                                           , 242 , 1
ゆうどう                                            , 誘導                                         , 名词     , 引导，诱导                                 , !誘導(ゆうどう)                                                       , 242 , 1
そんがい                                            , 損害                                         , 名词     , 损害，损失                                 , !損害(そんがい)                                                       , 242 , 1
そんしつ                                            , 損失                                         , 名词     , 损失                                       , !損失(そんしつ)                                                       , 242 , 1
かかえる                                            , 抱える                                       , 动2      , 担负，承担                                 , !抱(かか)える                                                     , 242 , 1
～だい                                              , ～題                                         ,          , ～题                                       , !～題(～だい)                                                         , 242 , 1
ねんがじょう                                        , 年賀状                                       , 名词     , 贺年卡                                     , !年賀状(ねんがじょう)                                                 , 242 , 1
いがいと                                            , 意外と                                       , 副词     , 意外地                                     , !意外(いがい)と                                                     , 242 , 1
じつりょく                                          , 実力                                         , 名词     , 实力                                       , !実力(じつりょく)                                                     , 242 , 1
みほん                                              , 見本                                         , 名词     , 样品，样本                                 , !見本(みほん)                                                         , 242 , 1
ひっくりかえる                                      , 引っくり返る                                 , 动1      , 倒，翻倒                                   , !引っくり返(ひっくりかえ)る                                         , 242 , 1
おろそか                                            ,                                              , 形容动词 , 不认真，马马虎虎                           , おろそか                                                              , 242 , 1
していけん                                          , 指定券                                       , 名词     , 对号票，对号入座票                         , !指定券(していけん)                                                   , 242 , 1
しょうご                                            , 正午                                         , 名词     , 正午                                       , !正午(しょうご)                                                       , 242 , 1
かんれき                                            , 還暦                                         , 名词     , 花甲，满六十岁                             , !還暦(かんれき)                                                       , 242 , 1
せんこう                                            , 選考                                         , 名词     , 选拔                                       , !選考(せんこう)                                                       , 251 , 1
ゲスト                                              ,                                              , 名词     , 嘉宾，客人                                 , ゲスト                                                                , 251 , 1
やった                                              ,                                              , 感叹词   , 太好了，太棒了                             , やった                                                                , 251 , 1
こす                                                , 越す                                         , 动1      , 超过，胜过                                 , !越(こ)す                                                           , 251 , 1
ぶもん                                              , 部門                                         , 名词     , 部门                                       , !部門(ぶもん)                                                         , 251 , 1
おさえる                                            , 押さえる                                     , 动2      , 订，抓住；把握，掌控；压，按               , !押(お)さえる                                                   , 251 , 1
ずいいち                                            , 随一                                         , 名词     , 首屈一指，第一                             , !随一(ずいいち)                                                       , 251 , 1
すいとしゅろう                                      , 水都酒楼                                     , 专有词   , 水都酒楼                                   , !水都酒楼(すいとしゅろう)                                             , 251 , 1
そうりょうりちょう长                                , 総料理長                                     , 名词     , 总厨师长                                   , !総料理長(そうりょうりちょう长)                                       , 251 , 1
とっきゅうちょうりし                                , 特級調理師                                   , 名词     , 特级厨师                                   , !特級調理師(とっきゅうちょうりし)                                     , 251 , 1
うでまえ                                            , 腕前                                         , 名词     , 手艺，能力，本事                           , !腕前(うでまえ)                                                       , 251 , 1
にんてい                                            , 認定                                         , 名词     , 认可，认定                                 , !認定(にんてい)                                                       , 251 , 1
ランクづけ                                          ,                                              ,          , 确定等级，确定排名                         , ランクづけ                                                            , 251 , 1
あしをはこぶ                                        , 足を運ぶ                                     ,          , 特意去，特意前往                           , !足を運(あしをはこ)ぶ                                               , 251 , 1
すう～                                              , 数～                                         ,          , 数～                                       , !数～(すう～)                                                         , 251 , 1
こんやくする                                        , 婚約～                                       , 动3      , 定婚，婚约                                 , !婚約(こんやく)する                                                 , 251 , 1
すすめる                                            ,                                              , 动2      , 劝，劝告，推荐                             , すすめる                                                              , 251 , 1
ひとくち                                            , 一口                                         , 名词     , 一口，一点                                 , !一口(ひとくち)                                                       , 251 , 1
ウール                                              ,                                              , 名词     , 羊毛，毛织品                               , ウール                                                                , 251 , 1
てざわり                                            , 手触り                                       , 名词     , 手感，手摸时的感觉                         , !手触(てざわ)り                                                     , 251 , 1
ストラップ                                          ,                                              , 名词     , 手机佩带，吊带，皮带，布带                 , ストラップ                                                            , 251 , 1
イギリス                                            ,                                              , 专有词   , 英国                                       , イギリス                                                              , 251 , 1
ひげ                                                ,                                              , 名词     , 胡子                                       , ひげ                                                                  , 251 , 1
はやす                                              , 生やす                                       , 形容动词 , 留，使……生长                               , !生(は)やす                                                       , 251 , 1
カップ                                              ,                                              , 名词     , 杯子，茶杯，咖啡杯                         , カップ                                                                , 251 , 1
みだれる                                            , 乱れる                                       , 动2      , 乱，不平静                                 , !乱(みだ)れる                                                     , 251 , 1
ねんまつ                                            , 年末                                         , 名词     , 年底，年末                                 , !年末(ねんまつ)                                                       , 251 , 1
こうしき                                            , 公式                                         , 名词     , （数学）公式，正式                         , !公式(こうしき)                                                       , 251 , 1
むろん                                              , 無論                                         , 副词     , 当然，不用说                               , !無論(むろん)                                                         , 251 , 1
ひざ                                                ,                                              , 名词     , 膝盖，膝关节                               , ひざ                                                                  , 251 , 1
ちゅうしょうきぎょう                                , 中小企業                                     , 名词     , 中小企业                                   , !中小企業(ちゅうしょうきぎょう)                                       , 251 , 1
ゆうのう                                            , 有能                                         , 形容动词 , 有能干，能干，有才干                       , !有能(ゆうのう)                                                       , 251 , 1
けいこくする                                        , 警告～                                       , 动3      , 警告                                       , !警告(けいこく)する                                                 , 251 , 1
ちょう                                              , 腸                                           , 名词     , 肠                                         , !腸(ちょう)                                                           , 251 , 1
かんぞう                                            , 肝臓                                         , 名词     , 肝脏                                       , !肝臓(かんぞう)                                                       , 251 , 1
すうじつ                                            , 数日                                         , 名词     , 几天                                       , !数日(すうじつ)                                                       , 251 , 1
おせわさまでした                                    , お世話様でした                               , 惯用语   , 麻烦您了，承蒙帮助                         , お!世話様(せわさま)でした                                     , 251 , 1
かたがた                                            , 方々                                         , 名词     , 各位，诸位                                 , !方々(かたがた)                                                       , 251 , 1
へんしゅうぶ                                        , 編集部                                       , 名词     , 编辑部                                     , !編集部(へんしゅうぶ)                                                 , 251 , 1
ふじカメラ                                          , 富士～                                       , 专有词   , 富士相机                                   , !富士～(ふじカメラ)                                                   , 251 , 1
おくりむかえ                                        , 送り迎え                                     , 名词     , 迎送，接送                                 , !送り迎(おくりむか)え                                               , 251 , 1
てはい                                              , 手配                                         , 名词     , 筹备，安排，布置                           , !手配(てはい)                                                         , 251 , 1
けっきん                                            , 欠勤                                         , 名词     , 缺勤                                       , !欠勤(けっきん)                                                       , 251 , 1
やるき                                              , やる気                                       , 名词     , 干劲儿                                     , やる!気(き)                                                       , 251 , 1
てんじかい                                          , 展示会                                       , 名词     , 展示会，展览会                             , !展示会(てんじかい)                                                   , 251 , 1
ゲーム                                              ,                                              , 名词     , 游戏                                       , ゲーム                                                                , 251 , 1
トレーニングする                                    ,                                              , 动3      , 练习，训练，锻炼                           , トレーニングする                                                      , 251 , 1
かんそうき                                          , 乾燥機                                       , 名词     , 干燥机                                     , !乾燥機(かんそうき)                                                   , 251 , 1
せんざい                                            , 洗剤                                         , 名词     , 洗涤剂                                     , !洗剤(せんざい)                                                       , 251 , 1
かんわ                                              , 緩和                                         , 名词     , 缓和                                       , !緩和(かんわ)                                                         , 251 , 1
ベトナムご                                          , ～語                                         , 名词     , 越南语                                     , !～語(ベトナムご)                                                     , 251 , 1
きんせい                                            , 近世                                         , 名词     , 近代                                       , !近世(きんせい)                                                       , 251 , 1
～き                                                , ～機                                         ,          , ～机                                       , !～機(～き)                                                           , 251 , 1
かぞえる                                            , 数える                                       , 动2      , 数，计算，列举                             , !数(かぞ)える                                                     , 252 , 1
まきずし                                            , 巻き寿司                                     , 名词     , 寿司卷                                     , !巻き寿司(まきずし)                                                   , 252 , 1
にぎりずし                                          , 握り寿司                                     , 名词     , 手攥寿司                                   , !握り寿司(にぎりずし)                                                 , 252 , 1
なまざかな                                          , 生魚                                         , 名词     , 生鱼                                       , !生魚(なまざかな)                                                     , 252 , 1
おうじる                                            , 応じる                                       , 动2      , 适应，接受，回答，答应                     , !応(おう)じる                                                     , 252 , 1
そうさくりょうり                                    , 創作料理                                     , 名词     , 新创料理                                   , !創作料理(そうさくりょうり)                                           , 252 , 1
のり                                                ,                                              , 名词     , 紫菜，海藻                                 , のり                                                                  , 252 , 1
のりまき                                            , のり巻き                                     , 名词     , 紫菜卷寿司                                 , のり!巻(ま)き                                                   , 252 , 1
そとがわ                                            , 外側                                         , 名词     , 外面，外侧                                 , !外側(そとがわ)                                                       , 252 , 1
まく                                                , 巻く                                         , 动1      , 卷，卷起                                   , !巻(ま)く                                                           , 252 , 1
うらまき                                            , 裏巻き                                       , 名词     , 夹心卷，反过来卷，把紫菜卷在里面的寿司     , !裏巻(うらま)き                                                     , 252 , 1
アボカド                                            ,                                              , 名词     , 鳄梨，鳄梨树，油梨                         , アボカド                                                              , 252 , 1
カニカマ                                            ,                                              , 名词     , 仿蟹肉                                     , カニカマ                                                              , 252 , 1
サーモン                                            ,                                              , 名词     , 三文鱼，鲑鱼，大马哈鱼                     , サーモン                                                              , 252 , 1
マグロ                                              ,                                              , 名词     , 金枪鱼                                     , マグロ                                                                , 252 , 1
ソース                                              ,                                              , 名词     , 西洋辣酱油，沙司，调味汁                   , ソース                                                                , 252 , 1
つける                                              , 漬ける                                       , 动2      , 腌，浸，泡，浸泡                           , !漬(つ)ける                                                       , 252 , 1
フライ                                              ,                                              , 名词     , 油炸食品                                   , フライ                                                                , 252 , 1
ねた                                                ,                                              , 名词     , 做寿司用的配料；新闻素材，（犯罪）证据     , ねた                                                                  , 252 , 1
なまハム                                            , 生～                                         , 名词     , 生火腿                                     , !生～(なまハム)                                                       , 252 , 1
こうあんする                                        , 考案～                                       , 动3      , 设计，规划                                 , !考案(こうあん)する                                                 , 252 , 1
こらす                                              ,                                              , 动1      , 绞尽脑汁，凝，集中                         , こらす                                                                , 252 , 1
じゅうらい                                          , 従来                                         , 名词     , 以前，直到现在                             , !従来(じゅうらい)                                                     , 252 , 1
アレンジする                                        ,                                              , 动3      , 改制，整理，排列，准备，安排               , アレンジする                                                          , 252 , 1
たらこ                                              ,                                              , 名词     , 鳕鱼子，咸鳕鱼子                           , たらこ                                                                , 252 , 1
スパゲッティ                                        ,                                              , 名词     , 意大利面条                                 , スパゲッティ                                                          , 252 , 1
なっとう                                            , 納豆                                         , 名词     , 纳豆                                       , !納豆(なっとう)                                                       , 252 , 1
そくす                                              , 即す                                         , 动1      , 适应，结合，符合                           , !即(そく)す                                                         , 252 , 1
えどまえ                                            , 江戸前                                       , 名词     , 江户式的，江户派，在东京湾钓的鱼           , !江戸前(えどまえ)                                                     , 252 , 1
ニュージーランド                                    ,                                              , 专有词   , 新西兰                                     , ニュージーランド                                                      , 252 , 1
ぎゃくゆにゅうする                                  , 逆輸入～                                     , 动3      , （出口以后）重又进口，再输入               , !逆輸入(ぎゃくゆにゅう)する                                         , 252 , 1
すし                                                , SUSHI                                        ,          , 寿司                                       , !SUSHI(すし)                                                          , 252 , 1
そういくふう                                        , 創意工夫                                     , 惯用语   , 煞费苦心，设法搞创新                       , !創意工夫(そういくふう)                                               , 252 , 1
～まえ                                              , ～前                                         ,          , ～式，～派，～特点                         , !～前(～まえ)                                                         , 252 , 1
しんねん                                            , 信念                                         , 名词     , 信念                                       , !信念(しんねん)                                                       , 252 , 1
つらぬく                                            , 貫く                                         , 动1      , 穿过，贯彻                                 , !貫(つらぬ)く                                                       , 252 , 1
ピッチャー                                          , 棒球                                         , 名词     , 投手                                       , !棒球(ピッチャー)                                                     , 252 , 1
さいしゅうかい                                      , 最終回                                       , 名词     , 最后一局，最后一次                         , !最終回(さいしゅうかい)                                               , 252 , 1
とちゅう                                            , 途中                                         , 名词     , 过程中，中途；途中                         , !途中(とちゅう)                                                       , 252 , 1
すしめし                                            , すし飯                                       , 名词     , （做寿司用的）甜酸饭                       , すし!飯(めし)                                                     , 252 , 1
